Name,Popularity,Faith,Hope,Love,Loving (ignore),Valence,pop_binary
Say I Won't,49,0,0,0,0,0.742,1
Song In My Soul,49,0,0,0,0,0.282,1
The Power Of The Cross,48,0,0,0,0,0.194,1
Speak O Lord,48,0,0,0,0,0.317,1
The Passion - Live,48,0,0,0,0,0.292,1
No Other Name - Live,48,0,0,0,0,0.0481,1
Good Fight,48,0,0,0,0,0.461,1
Move,48,0,0,0,0,0.759,1
Beautiful,48,0,0,0,0,0.19,1
Behold The Lamb,48,0,0,0,0,0.268,1
How He Loves Us,48,0,0,1,0,0.118,1
Before the Throne of God Above,48,0,0,0,0,0.0992,1
Providence (Broke My Chains) [Live],48,0,0,0,0,0.0858,1
Language,48,0,0,0,0,0.249,1
2 Places,48,0,0,0,0,0.462,1
Help Us To Love,48,0,0,1,0,0.197,1
Soulês Anthem (It Is Well),48,0,0,0,0,0.318,1
The King Is Coming,48,0,0,0,0,0.385,1
Let It Happen (Live) [feat. Andrea Marie],48,0,0,0,0,0.134,1
Iêll Give Thanks - Live,48,0,0,0,0,0.225,1
Jesus What a Savior,48,0,0,0,0,0.194,1
Safe Retreat (feat. Braille),48,0,0,0,0,0.186,1
Head to Toe (The Armor of God Song),48,0,0,0,0,0.329,1
Jesus I Believe,48,0,0,0,0,0.438,1
The Only Name (Yours Will Be),48,0,0,0,0,0.52,1
Hills and Valleys (The Hills Remix),48,0,0,0,0,0.517,1
Drawn to You,48,0,0,0,0,0.172,1
Behold The Lamb,48,0,0,0,0,0.268,1
His Mercy Is More (Live),48,0,0,0,0,0.347,1
How Great Thou Art,48,0,0,0,0,0.297,1
Psalm 91 (Live),48,0,0,0,0,0.116,1
Psalm 34 (Taste and See),48,0,0,0,0,0.238,1
REVIVAL ANTHEM,48,0,0,0,0,0.188,1
Resurrection Day,48,0,0,0,0,0.615,1
Marching On,48,0,0,0,0,0.486,1
"10,000 Reasons",48,0,0,0,0,0.235,1
Let It Happen (Live) [feat. Andrea Marie],48,0,0,0,0,0.134,1
Zeal - Live,48,0,0,0,0,0.356,1
Mighty God (Another Hallelujah) [Paradoxology],48,0,0,0,0,0.185,1
Mighty Cross (Acoustic),48,0,0,0,0,0.186,1
I Came For You - Live,48,0,0,0,0,0.138,1
Moments Like This,48,0,0,0,0,0.487,1
Light Up the Sky,48,0,0,0,0,0.408,1
Lift Me Up,48,0,0,0,0,0.443,1
Starts and Ends - Live,48,0,0,0,0,0.12,1
Good Grace - Radio Edit,48,0,0,0,0,0.279,1
Future Marches In,48,0,0,0,0,0.288,1
Heart Like Heaven (Falling) - As The Sun Went Down Over Galilee,48,0,0,0,0,0.0798,1
Sing My Way Back,48,0,0,0,0,0.151,1
Good Grace - Live From Passion 2020,48,0,0,0,0,0.243,1
One Thing Remains - Live,48,0,0,0,0,0.163,1
Every Little Thing (feat. Andy Mineo),48,0,0,0,0,0.39,1
Heart Of God,48,0,0,0,0,0.0987,1
Wake - Live,48,0,0,0,0,0.395,1
Mighty to Save,48,0,0,0,0,0.348,1
The Cross Has The Final Word,48,0,0,0,0,0.253,1
Son Of God,48,0,0,0,0,0.455,1
On The Banks,48,0,0,0,0,0.346,1
God's Great Dance Floor,48,0,0,0,0,0.306,1
I Know Who I Am,48,0,0,0,0,0.546,1
Only You Can,48,0,0,0,0,0.341,1
By the Grace of God,48,0,0,0,0,0.224,1
Reckless Love,48,0,0,1,0,0.113,1
King of My Heart,48,0,0,0,0,0.0684,1
Spirit Move (Spontaneous),48,0,0,0,0,0.0799,1
Luminosity,48,0,0,0,0,0.184,1
You Don't Miss A Thing (Live),48,0,0,0,0,0.0889,1
Healer,48,0,0,0,0,0.312,1
Kindness,48,0,0,0,0,0.306,1
He Will Hold Me Fast,47,0,0,0,0,0.112,1
Quien Dices Que Soy,47,0,0,0,0,0.234,1
Remembrance - Live,47,0,0,0,0,0.127,1
Lettered Love,47,0,0,1,0,0.259,1
The Passion (Live Acoustic) - Bonus,47,0,0,0,0,0.17,1
Love So Great - Live,47,0,0,1,0,0.171,1
What A Beautiful Name (Acoustic),47,0,0,0,0,0.168,1
Love On The Line - Live,47,0,0,1,0,0.0741,1
In God We Trust,47,0,0,0,0,0.262,1
Call It Grace,47,0,0,0,0,0.319,1
Shake,47,0,0,0,0,0.839,1
Sovereign Over Us,47,0,0,0,0,0.123,1
Great Is Thy Faithfulness,47,1,0,0,0,0.158,1
Masterpiece,47,0,0,0,0,0.435,1
Just As Sure,47,0,0,0,0,0.511,1
Born Again - Born Again Single Version,47,0,0,0,0,0.401,1
Looking for a Savior (feat. Will Reagan),47,0,0,0,0,0.0806,1
Seasons Change (Live) [feat. Michael Ketterer],47,0,0,0,0,0.138,1
Since Your Love (Live) [feat. Brandon Hampton],47,0,0,1,0,0.226,1
Who Am I (New York Sessions),47,0,0,0,0,0.12,1
Even When You're Running,47,0,0,0,0,0.213,1
Love Moved First,47,0,0,1,0,0.413,1
One Step Away,47,0,0,0,0,0.902,1
Does Anybody Hear Her,47,0,0,0,0,0.308,1
You Are My Hiding Place,47,0,0,0,0,0.149,1
Sold Out,47,0,0,0,0,0.787,1
Your Peace Will Make Us One,47,0,0,0,0,0.206,1
"Oh, the Deep, Deep Love of Jesus (feat. Fernando Ortega)",47,0,0,1,0,0.28,1
He Will Hold Me Fast,47,0,0,0,0,0.259,1
Sovereign Over Us,47,0,0,0,0,0.123,1
MY ADVOCATE,47,0,0,0,0,0.293,1
STILL,47,0,0,0,0,0.305,1
UNCONDITIONAL,47,0,0,0,0,0.189,1
YOUR NAME IS POWER - Acoustic,47,0,0,0,0,0.34,1
Weep With Me,47,0,0,0,0,0.341,1
Every Giant Will Fall,47,0,0,0,0,0.445,1
Looking for a Savior (feat. Will Reagan),47,0,0,0,0,0.0806,1
Seasons Change (Live) [feat. Michael Ketterer],47,0,0,0,0,0.138,1
Since Your Love (Live) [feat. Brandon Hampton],47,0,0,1,0,0.226,1
Nothing Else - Live,47,0,0,0,0,0.187,1
You're Not Finished Yet - Live,47,0,0,0,0,0.235,1
Faithful,47,1,0,0,0,0.0868,1
Mighty Cross,47,0,0,0,0,0.153,1
Oh Sing,47,0,0,0,0,0.286,1
Your Promises,47,0,0,0,0,0.224,1
Grace So Glorious,47,0,0,0,0,0.171,1
Mighty Warrior,47,0,0,0,0,0.478,1
Blessed Assurance,47,0,0,0,0,0.0565,1
Rain Your Glory Down - Live,47,0,0,0,0,0.187,1
Might Sound Wild - Live,47,0,0,0,0,0.197,1
Echoes (Till We See The Other Side) - Live,47,0,0,0,0,0.275,1
Highlands (Song of Ascent) - Acoustic,47,0,0,0,0,0.291,1
Whole Heart (Hold Me Now) - Acoustic,47,0,0,0,0,0.15,1
Splinters And Stones,47,0,0,0,0,0.267,1
Splinters and Stones,47,0,0,0,0,0.247,1
I Surrender - Live,47,0,0,0,0,0.105,1
Here Now (Madness) - By An Empty Tomb Just Beyond The City Walls,47,0,0,0,0,0.221,1
Touch The Sky - From The Lowest Place On Earth & The Cliffs Of Arbel,47,0,0,0,0,0.115,1
When I Lost My Heart To You (Hallelujah) - By Fire In The Hills Of Galilee,47,0,0,0,0,0.0791,1
Oceans (Where Feet May Fail) - From The Sea On Which He Walked,47,0,0,0,0,0.131,1
Closer Than You Know,47,0,0,0,0,0.166,1
Love Is War,47,0,0,1,0,0.0576,1
All My Hope - Live,47,0,1,0,0,0.332,1
Revelation Song - Live,47,0,0,0,0,0.0871,1
To My Knees - Live,47,0,0,0,0,0.184,1
Only Wanna Sing (Live),47,0,0,0,0,0.229,1
All the Poor and Powerless,47,0,0,0,0,0.0761,1
Death Of Death,47,0,0,0,0,0.151,1
Into the Battle - Live,47,0,0,0,0,0.236,1
Holy Roar - Live,47,0,0,0,0,0.248,1
I Stand In Awe,47,0,0,0,0,0.197,1
Come Thou Fount (I Will Sing),47,0,0,0,0,0.281,1
How Great Is Our God - World Edition,47,0,0,0,0,0.0759,1
Holy Is The Lord,47,0,0,0,0,0.422,1
Jesus Messiah,47,0,0,0,0,0.369,1
"That Was Then, This Is Now",47,0,0,0,0,0.749,1
Brand New,47,0,0,0,0,0.476,1
The Motions,47,0,0,0,0,0.374,1
Jerusalem,47,0,0,0,0,0.264,1
Word Of Life,47,0,0,0,0,0.541,1
The Answer,47,0,0,0,0,0.533,1
"Jesus, Thank You",47,0,0,0,0,0.157,1
Dios poderoso,47,0,0,0,0,0.464,1
Stand in Your Love,47,0,0,1,0,0.182,1
No Longer Slaves,47,0,0,0,0,0.167,1
Praise Is The Highway (Live),47,0,0,0,0,0.457,1
Greater Than All Other Names (Instrumental),47,0,0,0,0,0.25,1
Faithful to the End (Live),47,1,0,0,0,0.111,1
Seas of Crimson,47,0,0,0,0,0.0531,1
Jesus We Love You,47,0,0,1,0,0.213,1
God You Are My God,47,0,0,0,0,0.225,1
Find Me,47,0,0,0,0,0.639,1
Sidelines,47,0,0,0,0,0.378,1
Tell The World,47,0,0,0,0,0.101,1
So in Love - B-Side,47,0,0,1,0,0.232,1
Won't Let Go,46,0,0,0,0,0.33,1
My Worth Is Not In What I Own,46,0,0,0,0,0.204,1
En Tu Presencia,46,0,0,0,0,0.136,1
A Ti Me Rindo,46,0,0,0,0,0.321,1
God So Loved - Live,46,0,0,1,0,0.113,1
Seasons - Live,46,0,0,0,0,0.096,1
Touch Of Heaven - Live/Acoustic,46,0,0,0,0,0.131,1
Let There Be Light - Live,46,0,0,0,0,0.227,1
In Control - Live,46,0,0,0,0,0.273,1
Morning Light,46,0,0,0,0,0.46,1
Higher,46,0,0,0,0,0.543,1
The Cure,46,0,0,0,0,0.57,1
I Can Only Imagine (The Movie Session),46,0,0,0,0,0.347,1
The Hurt & The Healer,46,0,0,0,0,0.359,1
In Christ Alone,46,0,0,0,0,0.503,1
All of Creation,46,0,0,0,0,0.0766,1
God With Us,46,0,0,0,0,0.134,1
Mover of Mountains (Live),46,0,0,0,0,0.276,1
Healing Begins,46,0,0,0,0,0.382,1
Live With Abandon,46,0,0,0,0,0.277,1
In the Hands of the Potter,46,0,0,0,0,0.303,1
"Jesus, Friend Of Sinners",46,0,0,0,0,0.68,1
Until The Whole World Hears,46,0,0,0,0,0.129,1
Lifesong,46,0,0,0,0,0.526,1
Backwards,46,0,0,0,0,0.191,1
You Raise Me Up,46,0,0,0,0,0.0879,1
Trenches,46,0,0,0,0,0.736,1
Never Gonna Let Me Go,46,0,0,0,0,0.233,1
Psalm 145 (Live),46,0,0,0,0,0.161,1
O Come to the Altar (Live),46,0,0,0,0,0.447,1
BEHOLD HE COMES,46,0,0,0,0,0.352,1
I Will Be Undignified,46,0,0,0,0,0.547,1
More Than Conquerors,46,0,0,0,0,0.22,1
Boldly I Approach (The Art of Celebration),46,0,0,0,0,0.254,1
Just Want You - Live,46,0,0,0,0,0.119,1
Won't Stop Now (Paradoxology),46,0,0,0,0,0.16,1
Yahweh (Acoustic),46,0,0,0,0,0.167,1
The King Is Among Us,46,0,0,0,0,0.378,1
I Will Look Up,46,0,0,0,0,0.245,1
Walls - Live,46,0,0,0,0,0.614,1
Alive Again - Live In Manila,46,0,0,0,0,0.676,1
Por Siempre te Alabar_,46,0,0,0,0,0.52,1
Here's To The One - Live,46,0,0,0,0,0.367,1
Good Grace - Acoustic,46,0,0,0,0,0.22,1
Here Now (Madness) - Live,46,0,0,0,0,0.0858,1
Heart Like Heaven (Falling) - Live,46,0,0,0,0,0.0941,1
When I Lost My Heart To You (Hallelujah) - Live,46,0,0,0,0,0.118,1
Like An Avalanche,46,0,0,0,0,0.0952,1
Save Me,46,0,0,0,0,0.224,1
Morning Song,46,0,0,0,0,0.23,1
It Is Finished / Surrounded - Medley/Live From Passion 2020,46,0,0,0,0,0.187,1
Fade Away - Live,46,0,0,0,0,0.0774,1
Heart of God - Acoustic,46,0,0,0,0,0.611,1
Just Jesus,46,0,0,0,0,0.168,1
First Love,46,0,0,1,0,0.229,1
Only Wanna Sing - Live,46,0,0,0,0,0.184,1
To My Knees (Live),46,0,0,0,0,0.0378,1
Gracious Tempest - Live,46,0,0,0,0,0.274,1
Sinking Deep - Live,46,0,0,0,0,0.289,1
Christ Be Magnified,46,0,0,0,0,0.112,1
Let The Light In,46,0,0,0,0,0.0639,1
King of Kings - Live,46,0,0,0,0,0.107,1
Unto the Lamb - Live,46,0,0,0,0,0.106,1
Open the Scroll (Spontaneous),46,0,0,0,0,0.181,1
Tremble (Live),46,0,0,0,0,0.371,1
Lay Me Down,46,0,0,0,0,0.133,1
Crown Him (Majesty),46,0,0,0,0,0.151,1
We Fall Down,46,0,0,0,0,0.181,1
God Of This City,46,0,0,0,0,0.288,1
Waymaker (Live),46,0,0,0,0,0.373,1
Mended,46,0,0,0,0,0.108,1
Good and Gracious King,46,0,0,0,0,0.504,1
Still Alive,46,0,0,0,0,0.433,1
Should've Been Me,46,0,0,0,0,0.507,1
Keep Me In The Moment,46,0,0,0,0,0.465,1
Hay Libertad,46,0,0,0,0,0.14,1
All I Have Is Christ,46,0,0,0,0,0.116,1
Inhabit - Live,46,0,0,0,0,0.412,1
More Than You Think I Am,46,0,0,0,0,0.14,1
Mi Esperanza Est_ en JesÒs (Live),46,0,0,0,0,0.173,1
Ten Fe Coraz‹n (Live),46,0,0,0,0,0.114,1
Catch the Wind (Spontaneous),46,0,0,0,0,0.165,1
Only Jesus (Instrumental),46,0,0,0,0,0.128,1
Ever Be,46,0,0,0,0,0.0896,1
Forever (Live),46,0,0,0,0,0.111,1
Shepherd (Live),46,0,0,0,0,0.273,1
I Will Exalt (feat. Amanda Cook),46,0,0,0,0,0.35,1
Deep Cries Out,46,0,0,0,0,0.532,1
Round and Round,46,0,0,0,0,0.163,1
Spirit and Soul,46,0,0,0,0,0.526,1
Be Still My Soul (In You I Rest),46,0,0,0,0,0.22,1
Steady My Heart,46,0,0,0,0,0.362,1
Grace Is On Our Side,46,0,0,0,0,0.493,1
Nuthin,46,0,0,0,0,0.885,1
Messengers,46,0,0,0,0,0.308,1
Background,45,0,0,0,0,0.202,1
"Respond (feat. D'Nar Young, Taylor Poole & Trinity Anderson)",45,0,0,0,0,0.116,1
The Lord Is My Salvation,45,0,0,0,0,0.269,1
Remembrance - Live/Acoustic,45,0,0,0,0,0.105,1
You Are Life,45,0,0,0,0,0.0749,1
As It Is (In Heaven) - Live,45,0,0,0,0,0.0941,1
Elohim,45,0,0,0,0,0.144,1
One Thing - Live,45,0,0,0,0,0.274,1
Jesus I Need You - Live,45,0,0,0,0,0.157,1
Ulysses,45,0,0,0,0,0.403,1
I Can Only Imagine,45,0,0,0,0,0.275,1
You Are I Am,45,0,0,0,0,0.42,1
Yet Not I but Through Christ in Me,45,0,0,0,0,0.164,1
You Won't Let Go,45,0,0,0,0,0.774,1
Heart on Fire (Live),45,0,0,0,0,0.332,1
Minute To Myself,45,0,0,0,0,0.549,1
Hollow,45,0,0,0,0,0.27,1
Losing,45,0,0,0,0,0.234,1
Let You Go,45,0,0,0,0,0.0983,1
Oh How We Love You (feat. Will Reagan),45,0,0,1,0,0.121,1
Met by Love (Live),45,0,0,1,0,0.217,1
Never Going Back (Live) [feat. Brock Human],45,0,0,0,0,0.601,1
Come to the River,45,0,0,0,0,0.324,1
All You've Ever Wanted,45,0,0,0,0,0.133,1
Already There,45,0,0,0,0,0.0909,1
Slow Fade,45,0,0,0,0,0.315,1
A Prayer,45,0,0,0,0,0.307,1
His Banner over Me,45,0,0,0,0,0.819,1
Always Remember to Never Forget,45,0,0,0,0,0.181,1
Millionaire (Good Like That),45,0,0,0,0,0.275,1
"Holy, Holy, Holy",45,0,0,0,0,0.156,1
Yet Not I but Through Christ in Me,45,0,0,0,0,0.294,1
Tis So Sweet,45,0,0,0,0,0.199,1
O Praise the Name (Live),45,0,0,0,0,0.378,1
Psalm 139 (Far Too Wonderful),45,0,0,0,0,0.335,1
DEFIANT,45,0,0,0,0,0.154,1
REND THE HEAVENS,45,0,0,0,0,0.646,1
Yahweh,45,0,0,0,0,0.209,1
Joy Of The Lord,45,0,0,0,0,0.27,1
Simplicity,45,0,0,0,0,0.234,1
Let You Go,45,0,0,0,0,0.0983,1
Oh How We Love You (feat. Will Reagan),45,0,0,1,0,0.121,1
Met by Love (Live),45,0,0,1,0,0.182,1
Never Going Back (Live) [feat. Brock Human],45,0,0,0,0,0.178,1
Fall - Live,45,0,0,0,0,0.26,1
Mighty God (Another Hallelujah),45,0,0,0,0,0.374,1
Then He Rose,45,0,0,0,0,0.348,1
Still God,45,0,0,0,0,0.264,1
Fullness (Acoustic),45,0,0,0,0,0.278,1
There Is a Cloud (Acoustic),45,0,0,0,0,0.202,1
Overcome (Acoustic),45,0,0,0,0,0.211,1
Here in the Presence,45,0,0,0,0,0.439,1
Grace Like a Wave,45,0,0,0,0,0.16,1
Come Right Now - Live,45,0,0,0,0,0.417,1
Leave Me Astounded,45,0,0,0,0,0.113,1
Battles,45,0,0,0,0,0.146,1
Starts And Ends - Live,45,0,0,0,0,0.101,1
Life,45,0,0,0,0,0.281,1
Rain / Reign,45,0,0,0,0,0.102,1
Street Called Mercy - From Via Dolorosa & A Dead-End-Road By The Old Dead Sea Works,45,0,0,0,0,0.0973,1
Empires - From The Ruins Of Katzrin,45,0,0,0,0,0.315,1
Mercy Mercy,45,0,0,0,0,0.343,1
All Praise - Live From Passion 2020,45,0,0,0,0,0.0843,1
I'm Leaning On You - Live From Passion 2020,45,0,0,0,0,0.0557,1
Praise Him - Live From Passion 2020,45,0,0,0,0,0.339,1
Raise A Hallelujah - Live From Passion 2020,45,0,0,0,0,0.367,1
Thereês Nothing That Our God Canêt Do - Live,45,0,0,0,0,0.177,1
Lift Up Jesus - Live,45,0,0,0,0,0.31,1
More Like Jesus - Live,45,0,0,0,0,0.163,1
Great Are You Lord - Live,45,0,0,0,0,0.0698,1
Even So Come - Live,45,0,0,0,0,0.175,1
I Love You Lord / Passion - Acoustic,45,0,0,1,0,0.279,1
On Earth As in Heaven - Live,45,0,0,0,0,0.418,1
Fountain,45,0,0,0,0,0.14,1
Not Yet,45,0,0,0,0,0.158,1
Emmanuel (Champion of the World) - Live,45,0,0,0,0,0.0398,1
Design (Spontaneous),45,0,0,0,0,0.12,1
After You (Live),45,0,0,0,0,0.219,1
All Hail King Jesus (Live),45,0,0,0,0,0.27,1
Impact,45,0,0,0,0,0.133,1
Jesus Loves Me,45,0,0,1,0,0.197,1
Forever,45,0,0,0,0,0.733,1
Forgiveness,45,0,0,0,0,0.461,1
Do Something,45,0,0,0,0,0.256,1
Clear the Stage,45,0,0,0,0,0.24,1
Give Me Jesus,45,0,0,0,0,0.696,1
I Wonder,45,0,0,0,0,0.0959,1
New Day,45,0,0,0,0,0.223,1
Masterpiece,45,0,0,0,0,0.134,1
Christ Is Risen (Live),45,0,0,0,0,0.426,1
Mention of Your Name (Instrumental),45,0,0,0,0,0.123,1
There's No Other Name (Live),45,0,0,0,0,0.0708,1
For the One (Live),45,0,0,0,0,0.0375,1
Praises (Be Lifted Up) [Live],45,0,0,0,0,0.038,1
Chroma (Intro),45,0,0,0,0,0.479,1
You Make Me Brave,45,0,0,0,0,0.27,1
Heavenês Song,45,0,0,0,0,0.201,1
Window,45,0,0,0,0,0.111,1
Let You Go,45,0,0,0,0,0.117,1
Oh The Power,45,0,0,0,0,0.655,1
The Cause Of Christ,45,0,0,0,0,0.76,1
Holy Spirit - Live,45,0,0,0,0,0.375,1
Facts,45,0,0,0,0,0.257,1
Come and Get Me,45,0,0,0,0,0.23,1
Boasting,44,0,0,0,0,0.353,1
Divine / Sailing / Time / Hymn (Acoustic) - Live,44,0,0,0,0,0.342,1
Just Want You,44,0,0,0,0,0.305,1
By Faith,44,1,0,0,0,0.152,1
La Pasi‹n,44,0,0,0,0,0.115,1
Vivo Estoy,44,0,0,0,0,0.151,1
No Temer_,44,0,0,0,0,0.0743,1
Vino Nuevo,44,0,0,0,0,0.0946,1
Hermoso Nombre,44,0,0,0,0,0.156,1
Hosanna,44,0,0,0,0,0.0665,1
Valentine - Live,44,0,0,0,0,0.367,1
What A Beautiful Name - Acoustic,44,0,0,0,0,0.178,1
Thank You Jesus - Live,44,0,0,0,0,0.142,1
Benediction,44,0,0,0,0,0.113,1
If We Only Knew,44,0,0,0,0,0.454,1
Lift My Life Up,44,0,0,0,0,0.721,1
Jesus Paid It All,44,0,0,0,0,0.477,1
Actress,44,0,0,0,0,0.249,1
Unbreakable Smile,44,0,0,0,0,0.43,1
Funny - Live,44,0,0,0,0,0.52,1
Daydream,44,0,0,0,0,0.376,1
The Future,44,0,0,0,0,0.243,1
That's How You Change The World,44,0,0,0,0,0.335,1
Revelation Song,44,0,0,0,0,0.141,1
Need You More,44,0,0,0,0,0.325,1
Take a Moment,44,0,0,0,0,0.132,1
Awaken Me,44,0,0,0,0,0.218,1
What If I Gave Everything,44,0,0,0,0,0.648,1
Loving My Jesus,44,0,0,1,1,0.201,1
The Well,44,0,0,0,0,0.166,1
The Beauty Between (feat. Andy Mineo),44,0,0,0,0,0.235,1
All That Is to Come,44,0,0,0,0,0.47,1
Done,44,0,0,0,0,0.754,1
Carry On,44,0,0,0,0,0.413,1
All About You (feat. Hollyn),44,0,0,0,0,0.283,1
Love Is Action,44,0,0,1,0,0.172,1
Words,44,0,0,0,0,0.291,1
How Can I Keep from Singing,44,0,0,0,0,0.246,1
Abide with Me,44,0,0,0,0,0.265,1
Good to Me,44,0,0,0,0,0.422,1
Turn Your Eyes Upon Jesus (Acoustic),44,0,0,0,0,0.184,1
Come Thou Fount (Above All Else) [Live],44,0,0,0,0,0.554,1
In Christ Alone,44,0,0,0,0,0.625,1
Man of Sorrows,44,0,0,0,0,0.251,1
WHOLEHEARTED,44,0,0,0,0,0.243,1
You Will Never Run,44,0,0,0,0,0.335,1
You Are My Vision,44,0,0,0,0,0.144,1
Need You More,44,0,0,0,0,0.0653,1
Take a Moment,44,0,0,0,0,0.125,1
Awe + Wonder - Live,44,0,0,0,0,0.152,1
Power,44,0,0,0,0,0.143,1
Here in the Presence (Acoustic),44,0,0,0,0,0.336,1
Hay Una Nube (There Is a Cloud),44,0,0,0,0,0.186,1
Fullness,44,0,0,0,0,0.3,1
Praise Goes On,44,0,0,0,0,0.283,1
Let Us Adore (Live),44,0,0,0,0,0.149,1
Look How He Lifted Me,44,0,0,0,0,0.624,1
Glory is Yours,44,0,0,0,0,0.632,1
Open Up Our Eyes - Live,44,0,0,0,0,0.612,1
My Reason - Live,44,0,0,0,0,0.172,1
I Lift Your Name Up - Live,44,0,0,0,0,0.569,1
Born To Praise,44,0,0,0,0,0.606,1
I Just Want You,44,0,0,0,0,0.277,1
Joy - Live,44,0,0,0,0,0.202,1
Nada es Imposible,44,0,0,0,0,0.196,1
No Other Name - Live,44,0,0,0,0,0.0744,1
Shape Of Your Heart,44,0,0,0,0,0.0956,1
Greatest Of These,44,0,0,0,0,0.0945,1
Water To Wine,44,0,0,0,0,0.123,1
Scandal Of Grace (I'd Be Lost) - Live,44,0,0,0,0,0.153,1
Scandal of Grace (I'd Be Lost) - By An Empty Tomb Not Far From Golgotha,44,0,0,0,0,0.14,1
All I Need Is You / Came To My Rescue (Lark Remix),44,0,0,0,0,0.0396,1
All I Need Is You / Came To My Rescue - Medley/Lark Remix,44,0,0,0,0,0.371,1
Steady Heart (feat. Amanda Cook),44,0,0,0,0,0.115,1
Open up Let the Light In,44,0,0,0,0,0.117,1
King Of Glory - Live From Passion 2020,44,0,0,0,0,0.364,1
No One But You - Live From Passion 2020,44,0,0,0,0,0.106,1
How Great Is Your Love - Live,44,0,0,1,0,0.348,1
Remember,44,0,0,0,0,0.196,1
P E A C E - Acoustic,44,0,0,0,0,0.196,1
Hindsight,44,0,0,0,0,0.0378,1
When The Fight Calls - Live,44,0,0,0,0,0.242,1
When The Fight Calls (Live),44,0,0,0,0,0.0757,1
Gracious Tempest (Live),44,0,0,0,0,0.082,1
Sinking Deep (Live),44,0,0,0,0,0.171,1
No Other Love - Live,44,0,0,1,0,0.142,1
Nobody Like You (Live),44,0,0,0,0,0.295,1
All He Says I Am (Extended Version),44,0,0,0,0,0.229,1
History - Live,44,0,0,0,0,0.24,1
His Heart Beats,44,0,0,0,0,0.205,1
Risen Indeed,44,0,0,0,0,0.301,1
"Goodness, Love And Mercy",44,0,0,1,0,0.307,1
Praise Him Forever,44,0,0,0,0,0.261,1
Jesus,44,0,0,0,0,0.296,1
Awake My Soul,44,0,0,0,0,0.566,1
"Sing, Sing, Sing",44,0,0,0,0,0.458,1
Family Tree,44,0,0,0,0,0.188,1
The Story's Not Over,44,0,0,0,0,0.192,1
My God,44,0,0,0,0,0.0738,1
"O Lord, My Rock and My Redeemer - Live",44,0,0,0,0,0.329,1
El amor de Cristo,44,0,0,0,0,0.113,1
What a Beautiful Name,44,0,0,0,0,0.126,1
Padre Nuestro (Live),44,0,0,0,0,0.0315,1
Like a Flood (Instrumental),44,0,0,0,0,0.0724,1
Come to Me (Spontaneous),44,0,0,0,0,0.039,1
Gravity (Instrumental),44,0,0,0,0,0.243,1
For the One (Instrumental),44,0,0,0,0,0.335,1
Colors (Spontaneous) [Live],44,0,0,0,0,0.109,1
Eminence (Interlude),44,0,0,0,0,0.186,1
Atramentous (Interlude),44,0,0,0,0,0.0755,1
Ultramarine (Interlude),44,0,0,0,0,0.352,1
Need You More,44,0,0,0,0,0.506,1
Take a Moment,44,0,0,0,0,0.292,1
Digno y Santo,44,0,0,0,0,0.512,1
Faithful Now,43,1,0,0,0,0.324,1
Over All I Know,43,0,0,0,0,0.279,1
Lucked Up,43,0,0,0,0,0.129,1
Welcome to America,43,0,0,0,0,0.15,1
Go Hard,43,0,0,0,0,0.18,1
Dancing on the Moon,43,0,0,0,0,0.18,1
En Esto Creo (El Credo),43,0,0,0,0,0.239,1
You Are Life - Live,43,0,0,0,0,0.961,1
The Lord's Prayer - Live,43,0,0,0,0,0.509,1
Who You Say I Am - Live/Acoustic,43,0,0,0,0,0.217,1
Crowns - Live,43,0,0,0,0,0.203,1
Crowns,43,0,0,0,0,0.147,1
Who You Are,43,0,0,0,0,0.158,1
Lifer,43,0,0,0,0,0.146,1
Finally Home,43,0,0,0,0,0.412,1
Great Things,43,0,0,0,0,0.363,1
Living Hope,43,0,1,0,0,0.563,1
Death Where is Your Sting,43,0,0,0,0,0.56,1
Seek (Live),43,0,0,0,0,0.237,1
Your Words,43,0,0,0,0,0.279,1
Sunday,43,0,0,0,0,0.25,1
Questions,43,0,0,0,0,0.335,1
What You Want,43,0,0,0,0,0.442,1
No Man Is an Island,43,0,0,0,0,0.154,1
Greatness of Our God,43,0,0,0,0,0.274,1
You Carried Me,43,0,0,0,0,0.244,1
Feeling Low,43,0,0,0,0,0.159,1
The Bridge,43,0,0,0,0,0.134,1
The Very Next Thing,43,0,0,0,0,0.366,1
Set Me Free,43,0,0,0,0,0.62,1
I Got Saved,43,0,0,0,0,0.149,1
I'd Rather Have Jesus,43,0,0,0,0,0.215,1
Be Thou My Vision,43,0,0,0,0,0.257,1
La La Lu,43,0,0,0,0,0.217,1
Love's Worth the Fight,43,0,0,1,0,0.168,1
Never Let You Down,43,0,0,0,0,0.225,1
My Jesus I Love Thee (Acoustic),43,0,0,1,0,0.203,1
Ancient of Days (Acoustic),43,0,0,0,0,0.328,1
Be Thou My Vision (Lord You Are) [Acoustic],43,0,0,0,0,0.27,1
Great Things,43,0,0,0,0,0.171,1
Power of the Cross,43,0,0,0,0,0.279,1
Give Me Jesus,43,0,0,0,0,0.25,1
Living Hope,43,0,1,0,0,0.116,1
Psalm 51 (Wisdom in the Secret Heart),43,0,0,0,0,0.233,1
Psalm 16 (Fullness of Joy),43,0,0,0,0,0.225,1
Psalm 27 (One Thing),43,0,0,0,0,0.382,1
You Carried Me,43,0,0,0,0,0.266,1
